rank,lemma,PoS,freq,difficulty
3215,guide,v,23475.0,0.2596774193548387
3225,segment,n,23372.0,0.26048387096774195
3235,slight,j,23283.0,0.26129032258064516
3245,can,n,23201.0,0.2620967741935484
3255,sue,v,23083.0,0.26290322580645165
3265,notice,n,22997.0,0.26370967741935486
3275,canadian,j,22924.0,0.2645161290322581
3285,pill,n,22802.0,0.2653225806451613
3295,terrorist,j,22697.0,0.2661290322580645
3305,decrease,v,22654.0,0.26693548387096777
3315,dumb,j,22462.0,0.267741935483871
3325,furthermore,r,22381.0,0.2685483870967742
3335,tactic,n,22260.0,0.2693548387096774
3345,nerve,n,22174.0,0.2701612903225806
3355,aircraft,n,22111.0,0.27096774193548384
3365,duke,n,21989.0,0.27177419354838706
3375,furniture,n,21915.0,0.2725806451612903
3385,garage,n,21790.0,0.27338709677419354
3395,allegation,n,21709.0,0.27419354838709675
3405,fake,j,21560.0,0.275
3415,grant,n,21506.0,0.27580645161290324
3425,patient,j,21374.0,0.27661290322580645
3435,whoever,p,21251.0,0.27741935483870966
3445,membership,n,21172.0,0.27822580645161293
3455,makeup,n,21035.0,0.27903225806451615
3465,mall,n,20944.0,0.27983870967741936
3475,courage,n,20859.0,0.2806451612903226
3485,mainstream,j,20766.0,0.2814516129032258
3495,delay,n,20668.0,0.282258064516129
3505,communist,j,20597.0,0.2830645161290323
3515,palestinian,n,20540.0,0.2838709677419355
3525,till,c,20463.0,0.2846774193548387
3535,function,v,20370.0,0.28548387096774197
3545,soccer,n,20295.0,0.2862903225806452
3555,uncomfortable,j,20224.0,0.2870967741935484
3565,gospel,n,20013.0,0.2879032258064516
3575,fabric,n,19948.0,0.2887096774193548
3585,admire,v,19872.0,0.28951612903225804
3595,hunter,n,19821.0,0.2903225806451613
3605,virtual,j,19729.0,0.2911290322580645
3615,athletic,j,19650.0,0.29193548387096774
3625,sword,n,19580.0,0.29274193548387095
3635,dose,n,19458.0,0.29354838709677417
3645,grave,n,19407.0,0.2943548387096774
3655,absorb,v,19353.0,0.29516129032258065
3665,nominee,n,19303.0,0.29596774193548386
3675,nail,n,19206.0,0.2967741935483871
3685,resign,v,19131.0,0.29758064516129035
3695,hardware,n,19041.0,0.29838709677419356
3705,snake,n,18993.0,0.2991935483870968
3715,depict,v,18922.0,0.3
3725,gradually,r,18850.0,0.3008064516129032
3735,starting,n,18738.0,0.3016129032258065
3745,rescue,v,18665.0,0.3024193548387097
3755,praise,v,18574.0,0.3032258064516129
3765,van,n,18497.0,0.3040322580645161
3775,counsel,n,18429.0,0.30483870967741933
3785,motive,n,18345.0,0.3056451612903226
3795,chronic,j,18286.0,0.3064516129032258
3805,cave,n,18219.0,0.307258064516129
3815,driving,j,18169.0,0.3080645161290323
3825,tag,n,18076.0,0.3088709677419355
3835,precious,j,18016.0,0.3096774193548387
3845,agricultural,j,17939.0,0.31048387096774194
3855,rape,v,17887.0,0.31129032258064515
3865,powder,n,17830.0,0.31209677419354837
3875,govern,v,17753.0,0.3129032258064516
3885,butt,n,17681.0,0.31370967741935485
3895,nonetheless,r,17584.0,0.314516129032258
3905,speed,v,17549.0,0.3153225806451613
3915,civilian,n,17499.0,0.31612903225806455
3925,compound,n,17435.0,0.3169354838709677
3935,upstairs,r,17392.0,0.317741935483871
3945,tune,v,17352.0,0.3185483870967742
3955,jeans,n,17273.0,0.3193548387096774
3965,ranch,n,17219.0,0.3201612903225806
3975,pitcher,n,17123.0,0.3209677419354839
3985,behavioral,j,17052.0,0.3217741935483871
3995,advertisement,n,16993.0,0.3225806451612903
4005,blow,n,16948.0,0.3233870967741936
4015,bitter,j,16881.0,0.32419354838709674
4025,treasury,n,16827.0,0.325
4035,walking,n,16767.0,0.3258064516129032
4045,greek,j,16725.0,0.32661290322580644
4055,estimated,j,16657.0,0.3274193548387097
4065,frame,v,16594.0,0.3282258064516129
4075,republican,j,16513.0,0.32903225806451614
4085,consent,n,16419.0,0.32983870967741935
4095,banking,n,16356.0,0.3306451612903226
4105,apology,n,16314.0,0.3314516129032258
4115,inspector,n,16272.0,0.33225806451612905
4125,convey,v,16221.0,0.3330645161290323
4135,eating,n,16142.0,0.3338709677419355
4145,custody,n,16070.0,0.33467741935483875
4155,horn,n,16012.0,0.3354838709677419
4165,liability,n,15952.0,0.3362903225806452
4175,considering,c,15896.0,0.33709677419354833
4185,retrieve,v,15830.0,0.3379032258064516
4195,goodness,n,15790.0,0.33870967741935487
4205,repair,n,15742.0,0.33951612903225803
4215,slavery,n,15684.0,0.3403225806451613
4225,seal,v,15632.0,0.3411290322580645
4235,entrepreneur,n,15581.0,0.3419354838709677
4245,unity,n,15519.0,0.34274193548387094
4255,treasure,n,15484.0,0.3435483870967742
4265,exploration,n,15421.0,0.3443548387096774
4275,upcoming,j,15358.0,0.34516129032258064
4285,cruise,n,15327.0,0.3459677419354839
4295,electrical,j,15225.0,0.34677419354838707
4305,attraction,n,15180.0,0.34758064516129034
4315,needle,n,15115.0,0.34838709677419355
4325,magnitude,n,15074.0,0.34919354838709676
4335,senior,n,15032.0,0.35000000000000003
4345,chase,n,14979.0,0.35080645161290325
4355,credibility,n,14944.0,0.35161290322580646
4365,pursuit,n,14909.0,0.3524193548387097
4375,broadcast,n,14871.0,0.35322580645161294
4385,repair,v,14803.0,0.3540322580645161
4395,alright,r,14773.0,0.3548387096774194
4405,frozen,j,14710.0,0.35564516129032264
4415,theology,n,14636.0,0.3564516129032258
4425,registration,n,14577.0,0.35725806451612907
4435,beam,n,14505.0,0.35806451612903223
4445,carbohydrate,n,14454.0,0.3588709677419355
4455,cloth,n,14408.0,0.35967741935483866
4465,thief,n,14374.0,0.3604838709677419
4475,electoral,j,14322.0,0.3612903225806452
4485,homework,n,14277.0,0.36209677419354835
4495,continent,n,14230.0,0.3629032258064516
4505,accusation,n,14179.0,0.36370967741935484
4515,jaw,n,14133.0,0.36451612903225805
4525,dot,n,14080.0,0.36532258064516127
4535,sibling,n,14047.0,0.36612903225806454
4545,thoroughly,r,14022.0,0.3669354838709677
4555,feed,n,13963.0,0.36774193548387096
4565,popularity,n,13929.0,0.36854838709677423
4575,poorly,r,13877.0,0.3693548387096774
4585,stem,v,13809.0,0.37016129032258066
4595,presumably,r,13762.0,0.3709677419354839
4605,sculpture,n,13689.0,0.3717741935483871
4615,bad,r,13651.0,0.3725806451612903
4625,practitioner,n,13606.0,0.37338709677419357
4635,conscience,n,13568.0,0.3741935483870968
4645,transport,n,13531.0,0.375
4655,puzzle,n,13476.0,0.37580645161290327
4665,slice,v,13431.0,0.37661290322580643
4675,blend,v,13390.0,0.3774193548387097
4685,elder,n,13336.0,0.37822580645161286
4695,conversion,n,13304.0,0.3790322580645161
4705,lightning,n,13272.0,0.3798387096774194
4715,instruct,v,13240.0,0.38064516129032255
4725,curiosity,n,13208.0,0.3814516129032258
4735,speculation,n,13167.0,0.382258064516129
4745,ipad,n,13111.0,0.38306451612903225
4755,cafe,n,13055.0,0.38387096774193546
4765,specialize,v,13006.0,0.3846774193548387
4775,installation,n,12961.0,0.38548387096774195
4785,banker,n,12931.0,0.38629032258064516
4795,dying,j,12893.0,0.3870967741935484
4805,halloween,n,12852.0,0.3879032258064516
4815,unclear,j,12805.0,0.38870967741935486
4825,guardian,n,12766.0,0.389516129032258
4835,emotionally,r,12733.0,0.3903225806451613
4845,verdict,n,12702.0,0.39112903225806456
4855,eighth,m,12667.0,0.3919354838709677
4865,chunk,n,12574.0,0.392741935483871
4875,throne,n,12528.0,0.3935483870967742
4885,collector,n,12480.0,0.3943548387096774
4895,whip,v,12443.0,0.3951612903225806
4905,courtroom,n,12425.0,0.3959677419354839
4915,doorway,n,12395.0,0.3967741935483871
4925,thou,p,12383.0,0.3975806451612903
4935,plea,n,12345.0,0.3983870967741936
4945,destiny,n,12299.0,0.39919354838709675
4955,countless,j,12253.0,0.4
4965,emperor,n,12213.0,0.4008064516129032
4975,discourage,v,12176.0,0.40161290322580645
4985,dough,n,12151.0,0.4024193548387097
4995,balloon,n,12102.0,0.4032258064516129
5005,sudden,r,12072.0,0.40403225806451615
5015,leak,v,12029.0,0.4048387096774193
5025,usage,n,11995.0,0.4056451612903226
5035,eyebrow,n,11943.0,0.4064516129032258
5045,align,v,11912.0,0.407258064516129
5055,predator,n,11876.0,0.4080645161290323
5065,broker,n,11845.0,0.4088709677419355
5075,wallet,n,11817.0,0.4096774193548387
5085,haul,v,11783.0,0.4104838709677419
5095,rib,n,11741.0,0.4112903225806452
5105,supporting,j,11711.0,0.41209677419354834
5115,outbreak,n,11693.0,0.4129032258064516
5125,weaken,v,11665.0,0.4137096774193549
5135,editorial,j,11622.0,0.41451612903225804
5145,authentic,j,11594.0,0.4153225806451613
5155,scent,n,11570.0,0.4161290322580645
5165,surrender,v,11531.0,0.41693548387096774
5175,shh,u,11497.0,0.41774193548387095
5185,reasonably,r,11451.0,0.4185483870967742
5195,taxi,n,11408.0,0.41935483870967744
5205,utterly,r,11374.0,0.42016129032258065
5215,bow,v,11336.0,0.4209677419354839
5225,plaintiff,n,11291.0,0.4217741935483871
5235,lesser,j,11264.0,0.42258064516129035
5245,frustrate,v,11244.0,0.4233870967741935
5255,audio,j,11205.0,0.4241935483870968
5265,subsequently,r,11182.0,0.42500000000000004
5275,inclusion,n,11146.0,0.4258064516129032
5285,miserable,j,11122.0,0.4266129032258065
5295,patron,n,11092.0,0.42741935483870963
5305,absurd,j,11050.0,0.4282258064516129
5315,shrimp,n,11026.0,0.4290322580645161
5325,developed,j,10981.0,0.42983870967741933
5335,distress,n,10955.0,0.4306451612903226
5345,metropolitan,j,10926.0,0.4314516129032258
5355,isolated,j,10901.0,0.432258064516129
5365,swimming,n,10843.0,0.43306451612903224
5375,flu,n,10811.0,0.4338709677419355
5385,tweet,v,10783.0,0.43467741935483867
5395,tenure,n,10748.0,0.43548387096774194
5405,cooperative,j,10714.0,0.4362903225806452
5415,integrated,j,10688.0,0.43709677419354837
5425,egyptian,j,10643.0,0.43790322580645163
5435,pumpkin,n,10608.0,0.43870967741935485
5445,tighten,v,10591.0,0.43951612903225806
5455,contemplate,v,10577.0,0.4403225806451613
5465,stove,n,10567.0,0.44112903225806455
5475,coup,n,10523.0,0.44193548387096776
5485,worldwide,j,10488.0,0.442741935483871
5495,start-up,n,10458.0,0.44354838709677424
5505,reason,v,10441.0,0.4443548387096774
5515,supplement,n,10417.0,0.44516129032258067
5525,circle,v,10377.0,0.44596774193548383
5535,affection,n,10348.0,0.4467741935483871
5545,endorsement,n,10310.0,0.44758064516129037
5555,compensate,v,10279.0,0.4483870967741935
5565,justification,n,10261.0,0.4491935483870968
5575,managing,j,10222.0,0.44999999999999996
5585,neglect,v,10199.0,0.4508064516129032
5595,atheist,n,10175.0,0.45161290322580644
5605,spider,n,10153.0,0.45241935483870965
5615,fulfil,v,10129.0,0.4532258064516129
5625,sovereignty,n,10074.0,0.45403225806451614
5635,straighten,v,10032.0,0.45483870967741935
5645,summarize,v,10002.0,0.45564516129032256
5655,sketch,n,9980.0,0.45645161290322583
5665,erase,v,9954.0,0.457258064516129
5675,immigrant,j,9939.0,0.45806451612903226
5685,parenting,n,9900.0,0.45887096774193553
5695,spike,n,9860.0,0.4596774193548387
5705,polling,n,9834.0,0.46048387096774196
5715,sofa,n,9802.0,0.4612903225806452
5725,thy,a,9775.0,0.4620967741935484
5735,great,r,9730.0,0.4629032258064516
5745,grade,v,9696.0,0.46370967741935487
5755,transparent,j,9664.0,0.4645161290322581
5765,plunge,v,9630.0,0.4653225806451613
5775,humanitarian,j,9590.0,0.46612903225806457
5785,jerk,n,9553.0,0.4669354838709677
5795,explorer,n,9529.0,0.467741935483871
5805,partisan,j,9502.0,0.46854838709677415
5815,precedent,n,9475.0,0.4693548387096774
5825,nursing,n,9459.0,0.4701612903225806
5835,span,n,9420.0,0.47096774193548385
5845,empower,v,9398.0,0.4717741935483871
5855,kilometer,n,9380.0,0.4725806451612903
5865,spark,n,9356.0,0.47338709677419355
5875,hometown,n,9338.0,0.47419354838709676
5885,manipulation,n,9323.0,0.475
5895,seminar,n,9296.0,0.4758064516129032
5905,trim,v,9261.0,0.47661290322580646
5915,prospective,j,9231.0,0.4774193548387097
5925,tub,n,9203.0,0.4782258064516129
5935,obsession,n,9157.0,0.47903225806451616
5945,liberation,n,9140.0,0.4798387096774193
5955,vinegar,n,9110.0,0.4806451612903226
5965,ethnicity,n,9088.0,0.4814516129032258
5975,middle-class,j,9058.0,0.482258064516129
5985,total,v,9019.0,0.4830645161290323
5995,sympathetic,j,8998.0,0.4838709677419355
6005,kidnap,v,8977.0,0.4846774193548387
6015,kind,j,8957.0,0.4854838709677419
6025,realization,n,8939.0,0.4862903225806452
6035,bipartisan,j,8906.0,0.48709677419354835
6045,cohort,n,8880.0,0.4879032258064516
6055,fish,v,8858.0,0.4887096774193549
6065,vow,v,8835.0,0.48951612903225805
6075,comet,n,8808.0,0.4903225806451613
6085,ground,v,8795.0,0.4911290322580645
6095,genome,n,8775.0,0.49193548387096775
6105,prey,n,8746.0,0.4927419354838709
6115,misery,n,8719.0,0.4935483870967742
6125,dioxide,n,8695.0,0.49435483870967745
6135,handy,j,8673.0,0.4951612903225806
6145,revision,n,8651.0,0.4959677419354839
6155,glorious,j,8633.0,0.4967741935483871
6165,cinema,n,8617.0,0.4975806451612903
6175,sour,j,8601.0,0.4983870967741935
6185,shaft,n,8568.0,0.4991935483870968
6195,spokeswoman,n,8543.0,0.5
6205,handling,n,8526.0,0.5008064516129032
6215,translator,n,8509.0,0.5016129032258064
6225,bully,v,8480.0,0.5024193548387097
6235,collision,n,8465.0,0.5032258064516129
6245,collaborate,v,8443.0,0.5040322580645161
6255,bureaucracy,n,8420.0,0.5048387096774194
6265,thanks,i,8399.0,0.5056451612903226
6275,timber,n,8371.0,0.5064516129032258
6285,google,v,8358.0,0.5072580645161291
6295,faction,n,8340.0,0.5080645161290323
